lemma,pos,freq,zipf
vein,NOUN,12,3.9390020337100458
detroit,NOUN,12,3.9390020337100458
sunny,ADJ,12,3.9390020337100458
peasant,NOUN,12,3.9390020337100458
gal,NOUN,12,3.9390020337100458
climb,NOUN,12,3.9390020337100458
innocent,NOUN,12,3.9390020337100458
anderson,NOUN,12,3.9390020337100458
philosophy,NOUN,12,3.9390020337100458
graduation,NOUN,12,3.9390020337100458
jeremy,NOUN,12,3.9390020337100458
selfish,ADJ,12,3.9390020337100458
chi,NOUN,12,3.9390020337100458
hurricane,NOUN,12,3.9390020337100458
doom,NOUN,12,3.9390020337100458
blank,ADJ,12,3.9390020337100458
bachelor,NOUN,12,3.9390020337100458
flaw,NOUN,12,3.9390020337100458
harper,NOUN,12,3.9390020337100458
hack,NOUN,12,3.9390020337100458
brenda,NOUN,12,3.9390020337100458
surrender,NOUN,12,3.9390020337100458
soak,VERB,12,3.9390020337100458
bearing,NOUN,12,3.9390020337100458
montecito,NOUN,12,3.9390020337100458
additional,ADJ,12,3.9390020337100458
tomato,NOUN,12,3.9390020337100458
eastern,ADJ,12,3.9390020337100458
bass,NOUN,12,3.9390020337100458
delighted,ADJ,12,3.9390020337100458
transmit,VERB,12,3.9390020337100458
gown,NOUN,12,3.9390020337100458
attraction,NOUN,12,3.9390020337100458
depress,VERB,12,3.9390020337100458
cocaine,NOUN,12,3.9390020337100458
rico,NOUN,12,3.9390020337100458
curse,VERB,12,3.9390020337100458
illusion,NOUN,12,3.9390020337100458
herman,NOUN,12,3.9390020337100458
calendar,NOUN,12,3.9390020337100458
slim,ADJ,12,3.9390020337100458
honest,VERB,12,3.9390020337100458
earthquake,NOUN,12,3.9390020337100458
underneath,ADP,12,3.9390020337100458
wasn�t,VERB,12,3.9390020337100458
jake,VERB,12,3.9390020337100458
expel,VERB,12,3.9390020337100458
dean,ADJ,12,3.9390020337100458
goody,NOUN,12,3.9390020337100458
temper,NOUN,12,3.9390020337100458
tarzan,NOUN,12,3.9390020337100458
'em,NUM,12,3.9390020337100458
expression,NOUN,12,3.9390020337100458
dirty,VERB,12,3.9390020337100458
lee,ADJ,12,3.9390020337100458
voyage,NOUN,12,3.9390020337100458
moving,NOUN,12,3.9390020337100458
table,ADJ,12,3.9390020337100458
psychotic,ADJ,12,3.9390020337100458
favourite,ADJ,12,3.9390020337100458
got,NOUN,12,3.9390020337100458
x,NOUN,12,3.9390020337100458
friend,VERB,12,3.9390020337100458
nelson,NOUN,12,3.9390020337100458
persuade,VERB,12,3.9390020337100458
thorn,NOUN,12,3.9390020337100458
up,NOUN,12,3.9390020337100458
rehearse,VERB,12,3.9390020337100458
editor,NOUN,12,3.9390020337100458
coin,NOUN,12,3.9390020337100458
hello,ADJ,12,3.9390020337100458
yale,NOUN,12,3.9390020337100458
adorable,ADJ,12,3.9390020337100458
u,ADJ,12,3.9390020337100458
tenant,NOUN,12,3.9390020337100458
smoking,NOUN,12,3.9390020337100458
julius,NOUN,12,3.9390020337100458
sketch,NOUN,12,3.9390020337100458
groan,NOUN,12,3.9390020337100458
submarine,NOUN,12,3.9390020337100458
understood,ADJ,12,3.9390020337100458
supply,VERB,12,3.9390020337100458
fifty,ADJ,12,3.9390020337100458
decorate,VERB,12,3.9390020337100458
cleveland,NOUN,12,3.9390020337100458
merit,NOUN,12,3.9390020337100458
gracious,ADJ,12,3.9390020337100458
knot,NOUN,12,3.9390020337100458
butcher,NOUN,12,3.9390020337100458
exam,NOUN,12,3.9390020337100458
reconsider,VERB,12,3.9390020337100458
phrase,NOUN,12,3.9390020337100458
lrish,ADJ,12,3.9390020337100458
murray,NOUN,12,3.9390020337100458
embarrassing,ADJ,12,3.9390020337100458
gun,VERB,12,3.9390020337100458
titty,NOUN,12,3.9390020337100458
woof,NOUN,12,3.9390020337100458
tight,NOUN,12,3.9390020337100458
lesbian,ADJ,12,3.9390020337100458
july,NOUN,12,3.9390020337100458
make,NOUN,12,3.9390020337100458
camel,NOUN,12,3.9390020337100458
atlantic,ADJ,12,3.9390020337100458
fog,NOUN,12,3.9390020337100458
fisherman,NOUN,12,3.9390020337100458
seizure,NOUN,12,3.9390020337100458
mari,NOUN,12,3.9390020337100458
vitamin,NOUN,12,3.9390020337100458
stephen,NOUN,12,3.9390020337100458
executive,NOUN,12,3.9390020337100458
russian,NOUN,12,3.9390020337100458
wed,VERB,12,3.9390020337100458
sweep,NOUN,12,3.9390020337100458
yacht,NOUN,12,3.9390020337100458
decade,NOUN,12,3.9390020337100458
spill,VERB,12,3.9390020337100458
shower,ADJ,12,3.9390020337100458
acceptable,ADJ,12,3.9390020337100458
pass,NOUN,12,3.9390020337100458
elementary,ADJ,12,3.9390020337100458
chill,NOUN,12,3.9390020337100458
cue,NOUN,12,3.9390020337100458
rebecca,NOUN,12,3.9390020337100458
interrogation,NOUN,12,3.9390020337100458
wig,NOUN,12,3.9390020337100458
boil,VERB,12,3.9390020337100458
strict,ADJ,12,3.9390020337100458
mad,VERB,12,3.9390020337100458
columbo,NOUN,12,3.9390020337100458
spiritual,ADJ,12,3.9390020337100458
giant,NOUN,12,3.9390020337100458
hon,NOUN,12,3.9390020337100458
spare,ADJ,12,3.9390020337100458
dentist,NOUN,12,3.9390020337100458
delay,NOUN,12,3.9390020337100458
pancake,NOUN,12,3.9390020337100458
shed,VERB,12,3.9390020337100458
adore,VERB,12,3.9390020337100458
li,NOUN,12,3.9390020337100458
reach,NOUN,12,3.9390020337100458
landing,NOUN,12,3.9390020337100458
shane,NOUN,12,3.9390020337100458
welfare,NOUN,12,3.9390020337100458
engineering,NOUN,12,3.9390020337100458
i,DET,12,3.9390020337100458
absence,NOUN,12,3.9390020337100458
verify,VERB,12,3.9390020337100458
orphanage,NOUN,12,3.9390020337100458
bruise,NOUN,12,3.9390020337100458
reverse,VERB,12,3.9390020337100458
grade,VERB,12,3.9390020337100458
slap,NOUN,12,3.9390020337100458
trevor,NOUN,12,3.9390020337100458
fame,NOUN,12,3.9390020337100458
cohen,NOUN,12,3.9390020337100458
licence,NOUN,12,3.9390020337100458
eve,VERB,12,3.9390020337100458
strip,VERB,12,3.9390020337100458
multiple,ADJ,12,3.9390020337100458
brave,NOUN,12,3.9390020337100458
bomb,VERB,12,3.9390020337100458
lookin,VERB,12,3.9390020337100458
pretend,NOUN,12,3.9390020337100458
limo,NOUN,12,3.9390020337100458
henderson,NOUN,12,3.9390020337100458
pillow,NOUN,12,3.9390020337100458
hyah,NOUN,12,3.9390020337100458
recorder,NOUN,12,3.9390020337100458
sentence,VERB,12,3.9390020337100458
dana,NOUN,12,3.9390020337100458
smooth,ADJ,12,3.9390020337100458
software,NOUN,12,3.9390020337100458
doris,NOUN,12,3.9390020337100458
puppy,NOUN,12,3.9390020337100458
ernie,NOUN,12,3.9390020337100458
mankind,NOUN,12,3.9390020337100458
automatic,ADJ,12,3.9390020337100458
ling,VERB,12,3.9390020337100458
finish,NOUN,12,3.9390020337100458
inn,NOUN,12,3.9390020337100458
election,NOUN,12,3.9390020337100458
rita,ADJ,12,3.9390020337100458
uh-,ADJ,12,3.9390020337100458
tab,NOUN,12,3.9390020337100458
i�d,NOUN,12,3.9390020337100458
jenna,NOUN,12,3.9390020337100458
resident,NOUN,12,3.9390020337100458
haul,VERB,12,3.9390020337100458
frightened,ADJ,12,3.9390020337100458
april,ADJ,12,3.9390020337100458
ungrateful,ADJ,12,3.9390020337100458
lay,NOUN,12,3.9390020337100458
dedicate,VERB,12,3.9390020337100458
demonstration,NOUN,12,3.9390020337100458
miranda,NOUN,12,3.9390020337100458
driveway,NOUN,12,3.9390020337100458
unfortunate,ADJ,12,3.9390020337100458
huh,ADJ,12,3.9390020337100458
reliable,ADJ,12,3.9390020337100458
pistol,NOUN,12,3.9390020337100458
feature,NOUN,12,3.9390020337100458
enjoy,NOUN,12,3.9390020337100458
negotiation,NOUN,12,3.9390020337100458
heather,NOUN,12,3.9390020337100458
rum,NOUN,12,3.9390020337100458
bicycle,NOUN,12,3.9390020337100458
butch,NOUN,12,3.9390020337100458
overhear,VERB,12,3.9390020337100458
vast,ADJ,12,3.9390020337100458
sadness,NOUN,12,3.9390020337100458
twenty-five,ADJ,12,3.9390020337100458
salary,NOUN,12,3.9390020337100458
coma,NOUN,12,3.9390020337100458
jennings,NOUN,12,3.9390020337100458
coverage,NOUN,12,3.9390020337100458
razor,NOUN,12,3.9390020337100458
bottle,VERB,12,3.9390020337100458
sink,NOUN,12,3.9390020337100458
russell,NOUN,12,3.9390020337100458
donate,VERB,12,3.9390020337100458
noodle,NOUN,12,3.9390020337100458
wherever,VERB,12,3.9390020337100458
live,NOUN,12,3.9390020337100458
couple,ADJ,12,3.9390020337100458
scum,NOUN,12,3.9390020337100458
household,NOUN,12,3.9390020337100458
he/she,VERB,12,3.9390020337100458
phase,NOUN,12,3.9390020337100458
unfair,ADJ,12,3.9390020337100458
suffering,NOUN,12,3.9390020337100458
content,NOUN,12,3.9390020337100458
misunderstand,VERB,12,3.9390020337100458
addition,NOUN,12,3.9390020337100458
coal,NOUN,12,3.9390020337100458
mortgage,NOUN,12,3.9390020337100458
aim,VERB,12,3.9390020337100458
austin,NOUN,12,3.9390020337100458
gossip,NOUN,12,3.9390020337100458
pepper,NOUN,12,3.9390020337100458
diego,NOUN,12,3.9390020337100458
goodnight,NOUN,12,3.9390020337100458
fifteen,NOUN,12,3.9390020337100458
troy,NOUN,12,3.9390020337100458
poke,VERB,12,3.9390020337100458
integrity,NOUN,12,3.9390020337100458
lieutenant,VERB,12,3.9390020337100458
gap,NOUN,12,3.9390020337100458
hack,VERB,12,3.9390020337100458
wrap,NOUN,12,3.9390020337100458
'cause,NUM,12,3.9390020337100458
nun,NOUN,12,3.9390020337100458
reserve,NOUN,12,3.9390020337100458
someday,ADV,12,3.9390020337100458
superstitious,ADJ,12,3.9390020337100458
fake,NOUN,12,3.9390020337100458
sooner,VERB,12,3.9390020337100458
april,NOUN,12,3.9390020337100458
firearm,NOUN,12,3.9390020337100458
joker,NOUN,12,3.9390020337100458
terrify,VERB,12,3.9390020337100458
mummy,NOUN,12,3.9390020337100458
bunk,NOUN,12,3.9390020337100458
negotiate,VERB,12,3.9390020337100458
random,ADJ,12,3.9390020337100458
somewhat,ADV,12,3.9390020337100458
sense,VERB,12,3.9390020337100458
messy,ADJ,12,3.9390020337100458
goodbye,ADJ,12,3.9390020337100458
goin,ADJ,12,3.9390020337100458
otis,NOUN,11,3.901213472820646
trouser,NOUN,11,3.901213472820646
redhead,NOUN,11,3.901213472820646
unite,VERB,11,3.901213472820646
nest,ADJ,11,3.901213472820646
thursday,ADJ,11,3.901213472820646
sarge,NOUN,11,3.901213472820646
that,VERB,11,3.901213472820646
invasion,NOUN,11,3.901213472820646
lola,NOUN,11,3.901213472820646
steve,ADJ,11,3.901213472820646
buy,NOUN,11,3.901213472820646
grudge,NOUN,11,3.901213472820646
ooh,ADJ,11,3.901213472820646
peculiar,ADJ,11,3.901213472820646
forth,NOUN,11,3.901213472820646
disorder,NOUN,11,3.901213472820646
incoming,VERB,11,3.901213472820646
pickup,NOUN,11,3.901213472820646
author,NOUN,11,3.901213472820646
galaxy,NOUN,11,3.901213472820646
double,NOUN,11,3.901213472820646
christine,NOUN,11,3.901213472820646
cutter,NOUN,11,3.901213472820646
friends,VERB,11,3.901213472820646
glue,NOUN,11,3.901213472820646
imply,VERB,11,3.901213472820646
brad,VERB,11,3.901213472820646
logan,ADJ,11,3.901213472820646
corridor,NOUN,11,3.901213472820646
ferry,NOUN,11,3.901213472820646
derek,NOUN,11,3.901213472820646
snow,VERB,11,3.901213472820646
rattle,VERB,11,3.901213472820646
manny,NOUN,11,3.901213472820646
instantly,ADV,11,3.901213472820646
bid,NOUN,11,3.901213472820646
sponsor,NOUN,11,3.901213472820646
moscow,NOUN,11,3.901213472820646
association,NOUN,11,3.901213472820646
blueprint,NOUN,11,3.901213472820646
meter,NOUN,11,3.901213472820646
cheat,NOUN,11,3.901213472820646
sore,NOUN,11,3.901213472820646
i-,ADJ,11,3.901213472820646
umbrella,NOUN,11,3.901213472820646
footstep,NOUN,11,3.901213472820646
cereal,NOUN,11,3.901213472820646
scrap,NOUN,11,3.901213472820646
hungry,VERB,11,3.901213472820646
alive,VERB,11,3.901213472820646
passing,NOUN,11,3.901213472820646
mattress,NOUN,11,3.901213472820646
rely,VERB,11,3.901213472820646
somehow,VERB,11,3.901213472820646
attic,ADJ,11,3.901213472820646
homo,NOUN,11,3.901213472820646
m.,NOUN,11,3.901213472820646
debate,NOUN,11,3.901213472820646
specimen,NOUN,11,3.901213472820646
farewell,NOUN,11,3.901213472820646
justin,NOUN,11,3.901213472820646
helio,NOUN,11,3.901213472820646
lame,ADJ,11,3.901213472820646
wherever,NOUN,11,3.901213472820646
armor,NOUN,11,3.901213472820646
cabinet,NOUN,11,3.901213472820646
process,VERB,11,3.901213472820646
marilyn,NOUN,11,3.901213472820646
blind,ADJ,11,3.901213472820646
canyon,NOUN,11,3.901213472820646
europe,VERB,11,3.901213472820646
granny,NOUN,11,3.901213472820646
oswald,NOUN,11,3.901213472820646
babysitter,NOUN,11,3.901213472820646
ve,VERB,11,3.901213472820646
limited,ADJ,11,3.901213472820646
mansion,NOUN,11,3.901213472820646
plague,NOUN,11,3.901213472820646
awake,NOUN,11,3.901213472820646
temptation,NOUN,11,3.901213472820646
royal,ADJ,11,3.901213472820646
hammond,NOUN,11,3.901213472820646
wise,VERB,11,3.901213472820646
splendid,ADJ,11,3.901213472820646
suit,VERB,11,3.901213472820646
scan,ADJ,11,3.901213472820646
store,VERB,11,3.901213472820646
hung,NOUN,11,3.901213472820646
deaf,NOUN,11,3.901213472820646
psychiatrist,NOUN,11,3.901213472820646
goose,NOUN,11,3.901213472820646
inherit,VERB,11,3.901213472820646
luck,VERB,11,3.901213472820646
forgot,NOUN,11,3.901213472820646
champ,NOUN,11,3.901213472820646
nuts,ADJ,11,3.901213472820646
warm,VERB,11,3.901213472820646
answer,ADP,11,3.901213472820646
butler,NOUN,11,3.901213472820646
bare,NOUN,11,3.901213472820646
distraction,NOUN,11,3.901213472820646
teddy,NOUN,11,3.901213472820646
intelligent,ADJ,11,3.901213472820646
dammit,NOUN,11,3.901213472820646
lindsay,NOUN,11,3.901213472820646
frequency,NOUN,11,3.901213472820646
carriage,NOUN,11,3.901213472820646
growth,NOUN,11,3.901213472820646
poetry,NOUN,11,3.901213472820646
shakespeare,NOUN,11,3.901213472820646
expectation,NOUN,11,3.901213472820646
phil,VERB,11,3.901213472820646
whisky,NOUN,11,3.901213472820646
flirt,VERB,11,3.901213472820646
brief,ADJ,11,3.901213472820646
survival,NOUN,11,3.901213472820646
preston,NOUN,11,3.901213472820646
bernie,NOUN,11,3.901213472820646
santa,ADJ,11,3.901213472820646
stall,VERB,11,3.901213472820646
deploy,VERB,11,3.901213472820646
syrup,NOUN,11,3.901213472820646
reverend,VERB,11,3.901213472820646
zeus,NOUN,11,3.901213472820646
affirmative,ADJ,11,3.901213472820646
visual,ADJ,11,3.901213472820646
dead,NOUN,11,3.901213472820646
spray,NOUN,11,3.901213472820646
dutch,NOUN,11,3.901213472820646
wesley,NOUN,11,3.901213472820646
fur,NOUN,11,3.901213472820646
initial,ADJ,11,3.901213472820646
bud,VERB,11,3.901213472820646
ham,NOUN,11,3.901213472820646
recruit,VERB,11,3.901213472820646
substitute,NOUN,11,3.901213472820646
evelyn,NOUN,11,3.901213472820646
domestic,ADJ,11,3.901213472820646
teenage,NOUN,11,3.901213472820646
whoever,PRON,11,3.901213472820646
crook,NOUN,11,3.901213472820646
regulation,NOUN,11,3.901213472820646
wrestle,VERB,11,3.901213472820646
stress,NOUN,11,3.901213472820646
mr.,X,11,3.901213472820646
oxygen,NOUN,11,3.901213472820646
bead,NOUN,11,3.901213472820646
th,NOUN,11,3.901213472820646
nap,NOUN,11,3.901213472820646
trigger,NOUN,11,3.901213472820646
chunk,NOUN,11,3.901213472820646
strictly,ADV,11,3.901213472820646
probation,NOUN,11,3.901213472820646
function,VERB,11,3.901213472820646
leak,VERB,11,3.901213472820646
fluid,NOUN,11,3.901213472820646
essay,NOUN,11,3.901213472820646
flu,NOUN,11,3.901213472820646
final,NOUN,11,3.901213472820646
atmosphere,NOUN,11,3.901213472820646
travis,NOUN,11,3.901213472820646
condom,NOUN,11,3.901213472820646
cloth,NOUN,11,3.901213472820646
september,NOUN,11,3.901213472820646
kiddo,NOUN,11,3.901213472820646
admit,NOUN,11,3.901213472820646
platform,NOUN,11,3.901213472820646
scenario,NOUN,11,3.901213472820646
sick,VERB,11,3.901213472820646
global,ADJ,11,3.901213472820646
offensive,ADJ,11,3.901213472820646
owl,NOUN,11,3.901213472820646
expedition,NOUN,11,3.901213472820646
hamburger,NOUN,11,3.901213472820646
evolution,NOUN,11,3.901213472820646
ammunition,NOUN,11,3.901213472820646
shaw,NOUN,11,3.901213472820646
gil,NOUN,11,3.901213472820646
spain,NOUN,11,3.901213472820646
chatter,VERB,11,3.901213472820646
philadelphia,NOUN,11,3.901213472820646
theresa,NOUN,11,3.901213472820646
bow,VERB,11,3.901213472820646
orphan,NOUN,11,3.901213472820646
allergic,ADJ,11,3.901213472820646
square,VERB,11,3.901213472820646
hose,NOUN,11,3.901213472820646
hamilton,NOUN,11,3.901213472820646
bunker,NOUN,11,3.901213472820646
wan,ADJ,11,3.901213472820646
alien,ADJ,11,3.901213472820646
paula,NOUN,11,3.901213472820646
tense,ADJ,11,3.901213472820646
wealth,NOUN,11,3.901213472820646
appoint,VERB,11,3.901213472820646
tribe,NOUN,11,3.901213472820646
calvin,NOUN,11,3.901213472820646
elliot,NOUN,11,3.901213472820646
cal,ADJ,11,3.901213472820646
till,ADJ,11,3.901213472820646
asian,ADJ,11,3.901213472820646
brave,ADJ,11,3.901213472820646
prophecy,NOUN,11,3.901213472820646
beverly,ADV,11,3.901213472820646
handle,NOUN,11,3.901213472820646
yap,NOUN,11,3.901213472820646
f,NOUN,11,3.901213472820646
pain,VERB,11,3.901213472820646
shine,VERB,11,3.901213472820646
shrink,VERB,11,3.901213472820646
asshole,VERB,11,3.901213472820646
folks,VERB,11,3.901213472820646
garrett,NOUN,11,3.901213472820646
vanessa,NOUN,11,3.901213472820646
mother,VERB,11,3.901213472820646
diaper,NOUN,11,3.901213472820646
fair,NOUN,11,3.901213472820646
advertising,NOUN,11,3.901213472820646
stark,NOUN,11,3.901213472820646
telegram,NOUN,11,3.901213472820646
kay,NOUN,11,3.901213472820646
ballet,NOUN,11,3.901213472820646
modest,ADJ,11,3.901213472820646
irrelevant,ADJ,11,3.901213472820646
protest,VERB,11,3.901213472820646
a.m.,NOUN,11,3.901213472820646
ransom,NOUN,11,3.901213472820646
vulnerable,ADJ,11,3.901213472820646
campbell,NOUN,11,3.901213472820646
love,ADP,11,3.901213472820646
various,ADJ,11,3.901213472820646
greene,NOUN,11,3.901213472820646
hopper,NOUN,11,3.901213472820646
chili,NOUN,11,3.901213472820646
angela,NOUN,11,3.901213472820646
gravity,NOUN,11,3.901213472820646
fist,NOUN,11,3.901213472820646
stove,NOUN,11,3.901213472820646
autumn,NOUN,11,3.901213472820646
wear,NOUN,11,3.901213472820646
stevens,NOUN,11,3.901213472820646
skeleton,NOUN,11,3.901213472820646
enron,NOUN,11,3.901213472820646
breeze,NOUN,11,3.901213472820646
sequence,NOUN,11,3.901213472820646
aaron,NOUN,11,3.901213472820646
volunteer,VERB,11,3.901213472820646
authorize,VERB,11,3.901213472820646
launch,VERB,11,3.901213472820646
san,NOUN,11,3.901213472820646
napkin,NOUN,11,3.901213472820646
skate,VERB,11,3.901213472820646
/i,NOUN,11,3.901213472820646
tag,VERB,11,3.901213472820646
buddha,NOUN,11,3.901213472820646
intruder,NOUN,11,3.901213472820646
rig,NOUN,11,3.901213472820646
shade,NOUN,11,3.901213472820646
gram,NOUN,11,3.901213472820646
uhh,NOUN,11,3.901213472820646
wheelchair,NOUN,11,3.901213472820646
intense,ADJ,11,3.901213472820646
endure,VERB,11,3.901213472820646
snow,ADJ,11,3.901213472820646
purchase,VERB,11,3.901213472820646
mama,VERB,11,3.901213472820646
bullshit,ADJ,11,3.901213472820646
reflect,VERB,11,3.901213472820646
z,NOUN,11,3.901213472820646
conviction,NOUN,11,3.901213472820646
parole,NOUN,11,3.901213472820646
kirk,NOUN,11,3.901213472820646
tech,NOUN,11,3.901213472820646
publicity,NOUN,11,3.901213472820646
mate,VERB,11,3.901213472820646
joe,ADJ,11,3.901213472820646
gilbert,NOUN,11,3.901213472820646
misunderstanding,NOUN,11,3.901213472820646
whip,VERB,11,3.901213472820646
faint,VERB,11,3.901213472820646
tension,NOUN,11,3.901213472820646
forty,NOUN,11,3.901213472820646
crow,NOUN,11,3.901213472820646
massive,ADJ,11,3.901213472820646
hum,VERB,11,3.901213472820646
spending,NOUN,11,3.901213472820646
project,VERB,11,3.901213472820646
neat,ADJ,11,3.901213472820646
presume,VERB,11,3.901213472820646
gay,VERB,11,3.901213472820646
ls,ADJ,11,3.901213472820646
honorable,ADJ,11,3.901213472820646
ellie,NOUN,11,3.901213472820646
phone,VERB,11,3.901213472820646
admiral,ADJ,11,3.901213472820646
doorbell,NOUN,11,3.901213472820646
porno,NOUN,11,3.901213472820646
kim,VERB,11,3.901213472820646
misery,NOUN,11,3.901213472820646
repay,VERB,11,3.901213472820646
sub,NOUN,11,3.901213472820646
audio,NOUN,11,3.901213472820646
presentation,NOUN,11,3.901213472820646
accomplish,VERB,11,3.901213472820646
neighbour,NOUN,11,3.901213472820646
rehab,NOUN,11,3.901213472820646
laurie,NOUN,11,3.901213472820646
parade,NOUN,11,3.901213472820646
outta,ADP,11,3.901213472820646
sometimes,VERB,11,3.901213472820646
spite,NOUN,11,3.901213472820646
pigeon,NOUN,11,3.901213472820646
i�s,NOUN,11,3.901213472820646
narrow,VERB,11,3.901213472820646
semester,NOUN,11,3.901213472820646
ax,NOUN,11,3.901213472820646
contribution,NOUN,11,3.901213472820646
hear,ADJ,11,3.901213472820646
comfort,VERB,11,3.901213472820646
andy,VERB,11,3.901213472820646
mail,VERB,11,3.901213472820646
connor,NOUN,11,3.901213472820646
protest,NOUN,11,3.901213472820646
ideal,NOUN,11,3.901213472820646
alert,VERB,11,3.901213472820646
snack,NOUN,11,3.901213472820646
rob,NOUN,11,3.901213472820646
address,VERB,11,3.901213472820646
ms.,VERB,11,3.901213472820646
ground,VERB,11,3.901213472820646
rag,VERB,11,3.901213472820646
mitchell,NOUN,11,3.901213472820646
dam,NOUN,11,3.901213472820646
mr.,NUM,11,3.901213472820646
luxury,NOUN,11,3.901213472820646
sweet,VERB,11,3.901213472820646
object,VERB,11,3.901213472820646
shout,NOUN,10,3.8598207876624206
reward,VERB,10,3.8598207876624206
used,ADJ,10,3.8598207876624206
mortal,ADJ,10,3.8598207876624206
lndia,NOUN,10,3.8598207876624206
despise,VERB,10,3.8598207876624206
charley,NOUN,10,3.8598207876624206
sergeant,VERB,10,3.8598207876624206
valet,NOUN,10,3.8598207876624206
mia,NOUN,10,3.8598207876624206
san,VERB,10,3.8598207876624206
mare,NOUN,10,3.8598207876624206
civilian,NOUN,10,3.8598207876624206
darla,NOUN,10,3.8598207876624206
louie,NOUN,10,3.8598207876624206
katie,VERB,10,3.8598207876624206
currently,ADV,10,3.8598207876624206
undercover,ADJ,10,3.8598207876624206
billie,NOUN,10,3.8598207876624206
lucy,VERB,10,3.8598207876624206
whew,NOUN,10,3.8598207876624206
can�t,NOUN,10,3.8598207876624206
greeting,NOUN,10,3.8598207876624206
resign,VERB,10,3.8598207876624206
raid,NOUN,10,3.8598207876624206
ego,NOUN,10,3.8598207876624206
negro,NOUN,10,3.8598207876624206
net,NOUN,10,3.8598207876624206
booth,DET,10,3.8598207876624206
phillip,NOUN,10,3.8598207876624206
harold,ADJ,10,3.8598207876624206
rapid,ADJ,10,3.8598207876624206
olive,NOUN,10,3.8598207876624206
resort,NOUN,10,3.8598207876624206
morris,NOUN,10,3.8598207876624206
diary,ADJ,10,3.8598207876624206
mount,NOUN,10,3.8598207876624206
efficient,ADJ,10,3.8598207876624206
puzzle,NOUN,10,3.8598207876624206
sleeping,NOUN,10,3.8598207876624206
anchor,NOUN,10,3.8598207876624206
mi,NOUN,10,3.8598207876624206
bid,VERB,10,3.8598207876624206
infect,VERB,10,3.8598207876624206
victoria,NOUN,10,3.8598207876624206
vacuum,NOUN,10,3.8598207876624206
dining,NOUN,10,3.8598207876624206
juror,NOUN,10,3.8598207876624206
leadership,NOUN,10,3.8598207876624206
designer,NOUN,10,3.8598207876624206
gettin,VERB,10,3.8598207876624206
bun,NOUN,10,3.8598207876624206
stupid,VERB,10,3.8598207876624206
bolt,NOUN,10,3.8598207876624206
freddy,NOUN,10,3.8598207876624206
dot,NOUN,10,3.8598207876624206
transport,NOUN,10,3.8598207876624206
kira,NOUN,10,3.8598207876624206
submit,VERB,10,3.8598207876624206
schmuck,NOUN,10,3.8598207876624206
denny,ADJ,10,3.8598207876624206
wreck,NOUN,10,3.8598207876624206
sullivan,NOUN,10,3.8598207876624206
sooner,ADV,10,3.8598207876624206
teenager,NOUN,10,3.8598207876624206
seduce,VERB,10,3.8598207876624206
tonight,ADV,10,3.8598207876624206
dimension,NOUN,10,3.8598207876624206
archer,NOUN,10,3.8598207876624206
merchandise,NOUN,10,3.8598207876624206
prep,NOUN,10,3.8598207876624206
pier,NOUN,10,3.8598207876624206
conscious,ADJ,10,3.8598207876624206
destination,NOUN,10,3.8598207876624206
peach,NOUN,10,3.8598207876624206
auction,NOUN,10,3.8598207876624206
rudder,NOUN,10,3.8598207876624206
eighth,ADJ,10,3.8598207876624206
rainbow,NOUN,10,3.8598207876624206
classroom,NOUN,10,3.8598207876624206
hound,NOUN,10,3.8598207876624206
broken,NOUN,10,3.8598207876624206
rye,NOUN,10,3.8598207876624206
warden,NOUN,10,3.8598207876624206
anonymous,ADJ,10,3.8598207876624206
marker,NOUN,10,3.8598207876624206
embrace,VERB,10,3.8598207876624206
didn�t,NOUN,10,3.8598207876624206
cordelia,NOUN,10,3.8598207876624206
difficulty,NOUN,10,3.8598207876624206
crawl,NOUN,10,3.8598207876624206
guidance,NOUN,10,3.8598207876624206
confident,ADJ,10,3.8598207876624206
colton,NOUN,10,3.8598207876624206
susie,NOUN,10,3.8598207876624206
al,ADJ,10,3.8598207876624206
lamb,NOUN,10,3.8598207876624206
reverse,NOUN,10,3.8598207876624206
invade,VERB,10,3.8598207876624206
gold,ADJ,10,3.8598207876624206
smith,VERB,10,3.8598207876624206
anytime,ADV,10,3.8598207876624206
honesty,NOUN,10,3.8598207876624206
stain,NOUN,10,3.8598207876624206
com,NOUN,10,3.8598207876624206
scanner,NOUN,10,3.8598207876624206
sort,VERB,10,3.8598207876624206
thoughtful,ADJ,10,3.8598207876624206
rodeo,NOUN,10,3.8598207876624206
saunders,NOUN,10,3.8598207876624206
carolina,NOUN,10,3.8598207876624206
ephram,NOUN,10,3.8598207876624206
heaven,ADJ,10,3.8598207876624206
fellas,VERB,10,3.8598207876624206
accountant,NOUN,10,3.8598207876624206
anxiety,NOUN,10,3.8598207876624206
factor,NOUN,10,3.8598207876624206
guinea,NOUN,10,3.8598207876624206
sunshine,NOUN,10,3.8598207876624206
caroline,NOUN,10,3.8598207876624206
melissa,NOUN,10,3.8598207876624206
abuse,VERB,10,3.8598207876624206
precinct,NOUN,10,3.8598207876624206
stream,NOUN,10,3.8598207876624206
buzz,VERB,10,3.8598207876624206
naive,ADJ,10,3.8598207876624206
mole,NOUN,10,3.8598207876624206
puke,VERB,10,3.8598207876624206
norman,NOUN,10,3.8598207876624206
acquire,VERB,10,3.8598207876624206
read,NOUN,10,3.8598207876624206
brown,VERB,10,3.8598207876624206
