word,pos,cefr,zipf,zipf_rank
bell,noun,A2,4.56365308119915,509
touch,verb,A2,5.116457035547143,86
bend,verb,A2,4.216020046920779,1190
bend,noun,A2,3.3950985749635727,3371
sort,noun,A2,5.027098439875596,115
tour,noun,A2,4.471057385113287,665
benefit,verb,B1,3.508502765833187,3117
source,noun,B1,4.54792920210066,532
tourism,noun,B1,2.7640748877002936,4195
better,noun,B1,4.211232919042513,1201
speaker,noun,B1,3.8780182400071306,2134
absolutely,adv,B1,5.05633095905677,104
bite,verb,B1,4.356672751330479,865
bite,noun,B1,4.371344986712933,829
specific,adj,B1,4.259762738322423,1087
towel,noun,B1,4.354370831726305,871
academic,adj,B1,3.6113070572272363,2868
block,verb,B1,4.53846598921063,541
speech,noun,B1,4.6193224330224965,434
tower,noun,B1,4.217604101498454,1186
access,noun,B1,4.322038172449045,946
access,verb,B1,4.059072918594362,1607
board,verb,B1,4.13609759348287,1392
speed,noun,B1,4.526727585939387,563
toy,noun,B1,4.415286040874365,759
account,noun,B1,4.711102758472781,333
bomb,noun,B1,4.794018143056312,271
bomb,verb,B1,3.8228149735053742,2291
spider,noun,B1,4.0428284886531225,1662
track,noun,B1,4.770319558192849,289
achievement,noun,B1,3.6480298642519764,2773
border,noun,B1,4.278026868804611,1031
spoon,noun,B1,3.93716063661625,1976
tradition,noun,B1,4.181918665696818,1275
act,noun,B1,4.5865586044567905,475
bother,verb,B1,4.974697796930234,143
square,adj,B1,4.281680261385084,1025
square,noun,B1,3.5939329611578135,2903
traditional,adj,B1,3.882601865476957,2125
ad,noun,B1,4.2426911335069075,1136
branch,noun,B1,4.056025225512356,1621
stage,noun,B1,4.665476835280447,381
train,verb,B1,4.477478522649617,654
addition,noun,B1,3.89937207572685,2077
brand,noun,B1,4.266407810854967,1071
brand,verb,B1,3.3391033877419614,3495
stair,noun,B1,4.388748095707873,803
training,noun,B1,4.490605373562191,630
administration,noun,B1,3.80410400978577,2353
brave,adj,B1,4.477188703164785,655
stamp,noun,B1,3.867524708474855,2164
transportation,noun,B1,3.6818881315129435,2677
admire,verb,B1,4.328618517760367,934
breath,noun,B1,4.674956783078834,370
star,verb,B1,4.498957447926957,611
trash,noun,B1,4.283948122840906,1018
admit,verb,B1,4.869995974896449,219
breathe,verb,B1,4.890172690808548,196
start,noun,B1,4.484376793137381,638
traveler,noun,B1,3.6943738430610034,2646
advanced,adj,B1,3.127751692502164,3873
breathing,noun,B1,3.2973120843988877,3582
state,noun,B1,4.927092241955746,170
trouble,noun,B1,5.32083473754062,48
advise,verb,B1,4.300372048112994,987
bride,noun,B1,4.374661634429268,826
stay,noun,B1,3.8457449341516132,2222
twin,noun,B1,4.134824001714123,1395
twin,adj,B1,3.8698786138683325,2156
afford,verb,B1,4.659802175077987,392
bubble,noun,B1,4.092665364890154,1511
steal,verb,B1,5.228790501735098,62
typical,adj,B1,4.002380606946357,1798
age,verb,B1,4.042039579295581,1667
bury,verb,B1,4.7630253234493205,298
step,noun,B1,4.920352428686478,174
underground,adj,B1,3.9792838425218306,1849
underground,adv,B1,2.602706885465319,4270
agent,noun,B1,4.833794006050142,239
stomach,noun,B1,4.531614575709272,558
understanding,noun,B1,4.239194781818684,1142
agreement,noun,B1,4.259762738322423,1087
cable,noun,B1,4.247637593378906,1118
stone,noun,B1,4.474863158213612,661
unfortunately,adv,B1,4.512530255116231,589
ahead,adv,B1,5.304749485769013,50
calm,adj,B1,4.713296595764568,330
calm,verb,B1,4.050639751057499,1637
calm,noun,B1,2.0798281401849814,4368
storm,noun,B1,4.428457466813347,731
storm,verb,B1,3.4891976106378007,3163
unhappy,adj,B1,4.205851258085501,1211
aim,verb,B1,4.087006724812104,1525
aim,noun,B1,3.748834921143557,2517
campaign,noun,B1,4.219182399353884,1182
campaign,verb,B1,2.806826868121244,4167
stove,noun,B1,3.8927414968278367,2104
uniform,noun,B1,4.492568606723507,623
alarm,noun,B1,4.4777681488570185,653
candidate,noun,B1,4.070314991048952,1575
straight,adv,B1,3.938164786154703,1972
straight,adj,B1,5.0254608267666665,116
unit,noun,B1,4.690310859153127,357
album,noun,B1,4.0769231495415745,1548
cap,noun,B1,4.191538611059526,1247
strange,adj,B1,4.911697914465483,183
united,adj,B1,2.9037368811293,4096
alcohol,noun,B1,4.1824904820821285,1272
captain,noun,B1,4.707705834764953,335
strategy,noun,B1,4.002380606946357,1798
unusual,adj,B1,4.362374730154949,852
alcoholic,adj,B1,3.5758347390650176,2943
careless,adj,B1,3.672744752073074,2713
stress,noun,B1,4.117254638125605,1445
stress,verb,B1,3.9756188884354255,1863
upstairs,adj,B1,2.8814604864181477,4111
alternative,adj,B1,2.973774747737055,4045
category,noun,B1,3.7047974109771555,2618
structure,noun,B1,4.035676176339725,1694
use,noun,B1,4.929656879631318,166
ceiling,noun,B1,3.9691298426912915,1882
stupid,adj,B1,5.23384613572213,61
ambition,noun,B1,3.81222190000795,2330
celebration,noun,B1,4.018514613100862,1743
subway,noun,B1,4.02431081233515,1723
user,noun,B1,3.4689942245495136,3205
analysis,noun,B1,4.018514613100862,1743
center,verb,B1,3.67825384685785,2688
succeed,verb,B1,4.1714950977806655,1300
usual,adj,B1,4.564127979531767,507
announce,verb,B1,4.278943102228631,1029
central,adj,B1,3.934134181986062,1987
successful,adj,B1,4.301676889801337,985
valley,noun,B1,4.071792184588439,1568
announcement,noun,B1,4.058312998047185,1610
ceremony,noun,B1,4.237184155626051,1146
variety,noun,B1,3.745721685719414,2524
annoy,verb,B1,3.8148944898692765,2316
chain,noun,B1,4.435215798171555,722
suddenly,adv,B1,4.744470115741107,307
vehicle,noun,B1,4.436809541178112,720
challenge,noun,B1,4.157196045469138,1339
suggest,verb,B1,4.8216360705534065,248
view,noun,B1,4.603791266757539,455
annoying,adj,B1,4.02431081233515,1723
champion,noun,B1,4.295994042470975,994
suggestion,noun,B1,4.239194781818684,1142
village,noun,B1,4.554044404261236,526
apart,adv,B1,4.669777741510689,376
channel,noun,B1,4.234657711724536,1150
suit,noun,B1,4.866934233221551,222
virus,noun,B1,4.294230407633473,1002
apologize,verb,B1,4.821242390681847,249
chapter,noun,B1,4.002380606946357,1798
support,verb,B1,4.458226041133119,687
support,noun,B1,4.491447846148212,629
voice,noun,B1,4.980013136533517,138
application,noun,B1,4.148014001931143,1360
charge,noun,B1,4.99107455262262,132
charge,verb,B1,4.553071739841442,528
suppose,verb,B1,5.5888961852021435,15
wait,noun,B1,3.701350611282376,2629
appointment,noun,B1,4.5328915377639385,553
sure,adv,B1,4.66378220909511,384
war,noun,B1,5.155375101577512,80
appreciate,verb,B1,4.986163181990072,134
cheat,verb,B1,4.575603669901863,491
cheat,noun,B1,3.539722992930133,3024
surprise,noun,B1,4.871401839027497,218
surprise,verb,B1,4.841254773146646,234
wash,noun,B1,4.121220825343206,1431
approximately,adv,B1,3.876864734728999,2138
cheerful,adj,B1,3.529563594415011,3056
surprised,adj,B1,1.6027068854653188,4386
washing,noun,B1,3.2461595619515062,3671
arrest,verb,B1,4.723280816671169,323
arrest,noun,B1,4.613006842105131,443
chemical,adj,B1,3.559355464670522,2978
chemical,noun,B1,4.078378073789748,1546
surprising,adj,B1,3.744156658865786,2533
wave,noun,B1,4.448734560829697,701
arrival,noun,B1,3.93716063661625,1976
chest,noun,B1,4.600093269862632,456
survey,noun,B1,3.5894786197315636,2917
weak,adj,B1,4.537962167249367,542
assignment,noun,B1,4.336305346426658,911
childhood,noun,B1,4.1417829842580955,1378
sweet,adj,B1,5.05510673137676,105
web,noun,B1,3.8506801518271256,2211
assist,verb,B1,4.0412492342514295,1672
claim,verb,B1,4.424547812665773,741
claim,noun,B1,4.362752213431129,850
symbol,noun,B1,4.032459165467727,1702
wedding,noun,B1,5.011540207241737,121
atmosphere,noun,B1,3.9746977969302337,1868
clause,noun,B1,3.444691690055433,3265
system,noun,B1,5.01516743289528,118
weight,noun,B1,4.579515222803385,483
attach,verb,B1,4.232625920968861,1154
clear,verb,B1,4.676241950524103,369
tablet,noun,B1,3.444691690055433,3265
welcome,noun,B1,2.580430490754167,4286
attitude,noun,B1,4.431688839473242,727
clever,adj,B1,4.395798485641899,785
talk,noun,B1,5.3787175881437985,37
wet,adj,B1,4.520212395017865,575
attract,verb,B1,4.301676889801337,985
click,verb,B1,3.7565217498098478,2494
click,noun,B1,3.8420063645922116,2238
target,noun,B1,4.566258619039415,501
wheel,noun,B1,4.574678161865076,492
attraction,noun,B1,3.8280161671911817,2271
client,noun,B1,4.850434718375042,229
task,noun,B1,4.127103007569161,1417
authority,noun,B1,4.491728307560543,628
climb,noun,B1,3.649981752849498,2770
taste,noun,B1,4.555983222132623,522
taste,verb,B1,4.486084375213657,634
automatic,adj,B1,3.7744333391185503,2439
close,adv,B1,4.010946850777168,1775
teaching,noun,B1,4.143661694391452,1371
automatically,adv,B1,3.619740224764099,2844
cloth,noun,B1,3.770024220213495,2456
technology,noun,B1,4.154156883438194,1346
wide,adj,B1,4.288896119709342,1007
average,verb,B1,2.8457449341516132,4134
clue,noun,B1,4.354370831726305,871
teenage,adj,B1,3.7729686008602763,2444
wild,adj,B1,4.661132909922324,390
award,verb,B1,3.5422261380839375,3017
coach,verb,B1,3.559355464670522,2978
temperature,noun,B1,4.159009386232606,1334
wind,noun,B1,4.740377422702074,310
aware,adj,B1,4.559595340115396,514
coal,noun,B1,3.7916353692261726,2393
term,noun,B1,4.651342873897967,402
winner,noun,B1,4.531870268670383,557
backward,adv,B1,3.508502765833187,3117
coin,noun,B1,4.126453352276883,1419
wish,verb,B1,5.375431887924529,38
wish,noun,B1,4.504437577194538,604
bake,verb,B1,3.8698786138683325,2156
collection,noun,B1,4.273879728180402,1043
wood,noun,B1,4.662837884996364,387
balance,noun,B1,4.113921586601707,1458
balance,verb,B1,3.2973120843988877,3582
colored,adj,B1,3.4156202421081745,3330
thick,adj,B1,4.17789473039298,1285
wooden,adj,B1,3.846984006267162,2219
ban,verb,B1,3.672744752073074,2713
ban,noun,B1,3.193771492491818,3755
combine,verb,B1,3.820190829679225,2299
thief,noun,B1,4.484376793137381,638
working,adj,B1,3.6872831633996497,2663
bank,noun,B1,4.9141428537544805,181
comment,verb,B1,3.813560250780212,2326
thin,adj,B1,4.313247333398616,960
worried,adj,B1,2.3430695749595625,4341
base,noun,B1,4.478346822469487,650
base,verb,B1,4.534926899342437,546
commercial,adj,B1,4.1417829842580955,1378
commercial,noun,B1,3.80818192220621,2341
thinking,noun,B1,4.061344734490968,1600
worry,verb,B1,5.603401201331673,13
basic,adj,B1,4.143661694391452,1371
commit,verb,B1,4.691374438007723,356
third,noun,B1,3.265464717146893,3644
basis,noun,B1,4.080551361804077,1539
communication,noun,B1,4.190417850484231,1250
comparison,noun,B1,3.6048729472218266,2884
district,noun,B1,4.1442861294119,1369
fashionable,adj,B1,3.2411961424199562,3679
honest,adj,B1,4.811953734218693,253
competitive,adj,B1,3.621823175912392,2842
divide,verb,B1,4.056789156196409,1618
fasten,verb,B1,3.6480298642519764,2773
horrible,adj,B1,4.605951940278466,448
competitor,noun,B1,3.529563594415011,3056
documentary,noun,B1,3.7714989057795005,2448
favor,noun,B1,4.966976389301235,146
horror,noun,B1,3.9792838425218306,1849
complaint,noun,B1,4.2275044644260795,1169
donate,verb,B1,3.9197249865134305,2027
fear,verb,B1,4.462745275272512,679
host,noun,B1,4.153546490531104,1348
complex,adj,B1,4.088428311946899,1522
double,adv,B1,3.5111919043439688,3111
feature,verb,B1,3.539722992930133,3024
hunt,verb,B1,4.230072742058051,1158
concentrate,verb,B1,4.255436581534567,1095
doubt,noun,B1,4.591934159195856,467
doubt,verb,B1,4.511191904343969,592
federal,adj,B1,4.172665703561913,1294
hurricane,noun,B1,3.902649785488086,2066
conclude,verb,B1,3.8494515951891604,2213
dressed,adj,B1,2.3430695749595625,4341
fence,noun,B1,4.240696666250004,1138
hurry,noun,B1,4.80177608171706,261
hurry,verb,B1,4.3245175006778656,941
conclusion,noun,B1,4.138001005508089,1387
drop,noun,B1,4.692082046281419,354
fighting,noun,B1,3.948080616024407,1941
identity,noun,B1,4.160815187095869,1326
confident,adj,B1,4.025132561836523,1718
drum,noun,B1,4.003244874857265,1795
file,noun,B1,4.59768355911501,459
ignore,verb,B1,4.473110790744346,664
confirm,verb,B1,4.505525353547572,602
drunk,adj,B1,4.861104689560827,224
financial,adj,B1,4.138001005508089,1387
illegal,adj,B1,4.3528294122487186,875
confuse,verb,B1,3.7916353692261726,2393
fitness,noun,B1,3.1467749298155945,3842
imaginary,adj,B1,3.638136623649867,2804
confused,adj,B1,4.492848345529897,622
dust,noun,B1,4.238692997266152,1144
fixed,adj,B1,2.8457449341516132,4134
immediate,adj,B1,4.03807339207798,1681
connection,noun,B1,4.537710036918973,543
duty,noun,B1,4.7748717990062755,284
flag,noun,B1,4.25106689644625,1107
immigrant,noun,B1,3.170908609532314,3787
consequence,noun,B1,4.129691954025315,1409
earthquake,noun,B1,3.8148944898692765,2316
flood,noun,B1,3.640133383405942,2799
flood,verb,B1,3.7166502377721558,2594
impact,noun,B1,3.9470991591504294,1943
impact,verb,B1,3.134185802507574,3862
consist,verb,B1,3.412266600100587,3336
eastern,adj,B1,3.412266600100587,3336
flour,noun,B1,3.471938605196295,3193
import,noun,B1,3.3623747301549494,3443
import,verb,B1,3.559355464670522,2978
consume,verb,B1,3.770024220213495,2456
economic,adj,B1,3.6538594079127003,2758
flow,verb,B1,3.857979390568625,2192
flow,noun,B1,4.121220825343206,1431
importance,noun,B1,3.889387854820249,2114
consumer,noun,B1,3.3985869028093942,3364
economy,noun,B1,3.7859767291481234,2415
fold,verb,B1,3.998906232561055,1810
impression,noun,B1,4.339899528170056,898
contact,noun,B1,4.707535289118974,336
contact,verb,B1,4.435853997378104,721
edge,noun,B1,4.409903546176266,763
folk,noun,B1,4.881231850202337,208
impressive,adj,B1,4.160214087370977,1329
container,noun,B1,3.7565217498098478,2494
editor,noun,B1,4.121878349286978,1429
following,noun,B1,3.5057968724572626,3127
improvement,noun,B1,3.7216326382910956,2581
educate,verb,B1,3.435215798171555,3292
force,noun,B1,4.788815265278524,278
force,verb,B1,4.659230609544419,394
incredibly,adv,B1,4.119902783415293,1436
continuous,adj,B1,3.193771492491818,3755
educated,adj,B1,3.7549952298483755,2500
forever,adv,B1,4.936557030567863,165
contrast,noun,B1,3.270159838355273,3637
contrast,verb,B1,2.602706885465319,4270
educational,adj,B1,3.471938605196295,3193
frame,noun,B1,4.104450615093313,1487
frame,verb,B1,3.992758381924306,1822
indicate,verb,B1,4.295113120298949,997
convenient,adj,B1,3.9123370528912176,2047
effective,adj,B1,4.007540602085257,1784
freeze,verb,B1,4.418948185457102,750
indirect,adj,B1,2.602706885465319,4270
convince,verb,B1,4.609386813206145,446
effectively,adv,B1,3.3623747301549494,3443
frequently,adv,B1,3.5138644942052957,3103
indoor,adj,B1,3.0870067248121047,3922
cool,verb,B1,5.276740885896574,53
effort,noun,B1,4.417287401475638,756
friendship,noun,B1,4.353215280316665,874
indoors,adv,B1,3.3950985749635727,3371
corn,noun,B1,4.130336786336658,1408
election,noun,B1,4.0940685792995914,1507
frighten,verb,B1,4.021836193207294,1732
influence,noun,B1,4.115924485533258,1452
influence,verb,B1,3.7472810930749354,2522
costume,noun,B1,4.287552247109732,1010
element,noun,B1,4.118580729176998,1440
frightened,adj,B1,4.308570597749238,969
ingredient,noun,B1,3.685492255781769,2671
cotton,noun,B1,3.9700628064913377,1880
embarrassed,adj,B1,4.271558533547838,1048
frightening,adj,B1,3.718317397139619,2589
injure,verb,B1,4.0428284886531225,1662
count,noun,B1,4.532381203413907,555
embarrassing,adj,B1,4.3473909487422056,879
frozen,adj,B1,3.4863683206189364,3166
injured,adj,B1,2.935145345380924,4077
countryside,noun,B1,3.529563594415011,3056
emergency,noun,B1,4.685851028608371,360
fry,verb,B1,3.7199781811210832,2583
innocent,adj,B1,4.712622748489112,331
court,noun,B1,4.941959519498019,157
emotion,noun,B1,4.272023766031431,1047
fuel,noun,B1,4.164999749921794,1315
intelligence,noun,B1,4.249600509633064,1109
cover,noun,B1,4.353985989448661,873
employment,noun,B1,3.701350611282376,2629
function,noun,B1,4.058312998047185,1610
intend,verb,B1,4.5760656853517165,489
covered,adj,B1,2.5321258111796117,4299
empty,verb,B1,3.4508960024567177,3248
fur,noun,B1,3.9756188884354255,1863
intention,noun,B1,4.261671728129754,1081
encourage,verb,B1,4.118580729176998,1440
invest,verb,B1,4.016844247649796,1750
criminal,adj,B1,4.4186165363520935,751
enemy,noun,B1,4.797082452947531,267
garage,noun,B1,4.433616185011762,724
investigate,verb,B1,4.326572849908823,938
cruel,adj,B1,4.237184155626051,1146
engaged,adj,B1,2.5569493949046436,4291
gather,verb,B1,4.430399174139764,730
involved,adj,B1,4.821898325683298,247
cultural,adj,B1,3.539722992930133,3024
engineering,noun,B1,3.6557853289487383,2751
generally,adv,B1,3.9249261801992383,2011
iron,noun,B1,4.212301294690539,1198
iron,verb,B1,3.3351006452882874,3503
cupboard,noun,B1,3.4539652341843943,3235
entertain,verb,B1,3.9558534316792984,1914
generation,noun,B1,4.257364640114844,1091
issue,noun,B1,4.689244669218526,359
currency,noun,B1,3.5471895576154875,3002
entertainment,noun,B1,4.029218146829894,1711
generous,adj,B1,4.221800216092062,1177
current,adj,B1,4.184770248377028,1262
entrance,noun,B1,4.200950077118941,1223
gentle,adj,B1,4.183061546571911,1269
journal,noun,B1,3.866342954053427,2168
currently,adv,B1,3.8407529885941143,2241
entry,noun,B1,4.107177747959738,1477
gentleman,noun,B1,5.193158593640858,71
journey,noun,B1,4.276188582538666,1038
curtain,noun,B1,4.113251895671931,1459
environmental,adj,B1,3.441555976202574,3275
ghost,noun,B1,4.605304866185227,450
judge,noun,B1,4.695778191841383,347
judge,verb,B1,4.39263996639707,795
custom,noun,B1,4.0428284886531225,1662
episode,noun,B1,4.03807339207798,1681
giant,adj,B1,3.990096711804048,1828
giant,noun,B1,4.210697744012494,1203
key,verb,B1,2.6634047258189306,4241
cut,noun,B1,4.337906433887632,903
equal,adj,B1,4.0754633347825315,1555
equal,verb,B1,3.7216326382910956,2581
glad,adj,B1,5.179681360069363,75
keyboard,noun,B1,3.326982755066108,3522
daily,adv,B1,2.945129566287525,4067
equally,adv,B1,3.7249227637381455,2572
global,adj,B1,3.665288869693482,2730
kick,verb,B1,5.063003212222794,101
kick,noun,B1,4.187603229602769,1255
damage,noun,B1,4.511191904343969,592
damage,verb,B1,4.085580469074072,1529
escape,verb,B1,4.774579541605002,285
escape,noun,B1,3.9856240205528497,1840
glove,noun,B1,4.394748196177401,789
killing,noun,B1,4.100327535246606,1494
deal,noun,B1,5.321125527294974,47
essential,adj,B1,3.6519249081355003,2766
go,noun,B1,3.8591840917069957,2187
kind,adj,B1,3.7565217498098478,2494
decade,noun,B1,3.93312065881451,1988
eventually,adv,B1,4.386967468031402,805
grade,noun,B1,4.610241303362576,445
kiss,verb,B1,4.91720611343847,177
kiss,noun,B1,4.8020506041547115,259
deep,adv,B1,3.5849781185048872,2928
examine,verb,B1,4.24517140570744,1126
graduate,noun,B1,3.7640748877002936,2474
graduate,verb,B1,4.242193374733905,1137
knock,noun,B1,3.4222508210071876,3316
define,verb,B1,3.960641732465773,1902
grain,noun,B1,3.7625747325578853,2476
label,noun,B1,3.8938536471972043,2096
label,verb,B1,3.477768148857019,3186
definite,adj,B1,3.765569878787245,2469
exchange,noun,B1,4.209088250575924,1205
exchange,verb,B1,3.8175507335130168,2307
grateful,adj,B1,4.415620242108174,758
laboratory,noun,B1,3.8241211233076573,2284
definition,noun,B1,3.794437278828175,2387
excitement,noun,B1,4.071792184588439,1568
growth,noun,B1,3.8228149735053742,2291
lack,noun,B1,4.109211917870191,1472
lack,verb,B1,4.004968267919999,1792
deliver,verb,B1,4.715144302787163,327
exhibition,noun,B1,3.5872341988091114,2921
guard,noun,B1,4.751000982900065,304
guard,verb,B1,4.117254638125605,1445
departure,noun,B1,3.728188151165913,2566
exit,noun,B1,4.1824904820821285,1272
guilty,adj,B1,4.759407438047337,302
lay,verb,B1,4.645479222962993,409
expand,verb,B1,3.8615835148374504,2178
hand,verb,B1,4.668286600193767,377
layer,noun,B1,3.781683832758488,2428
destination,noun,B1,3.733040653960325,2555
expected,adj,B1,2.477768148857019,4314
hang,verb,B1,5.374661634429268,39
lead,noun,B1,4.498405612424625,613
determine,verb,B1,4.366509109539912,842
experience,verb,B1,4.341883517376049,892
happiness,noun,B1,4.356289944358226,866
leading,adj,B1,3.4660297455857747,3211
determined,adj,B1,2.1467749298155945,4358
experienced,adj,B1,3.0498649168075382,3961
hardly,adv,B1,4.709407617827673,334
leaf,noun,B1,4.027588522096385,1714
development,noun,B1,4.039664216134769,1678
experiment,verb,B1,3.640133383405942,2799
hate,noun,B1,3.613430750857092,2859
leather,noun,B1,4.1064975685225,1480
diagram,noun,B1,3.1649997499217934,3799
explode,verb,B1,4.269692603794979,1055
head,verb,B1,5.088570215062654,96
legal,adj,B1,4.516520737849035,584
diamond,noun,B1,4.494801488155799,619
explore,verb,B1,4.018514613100862,1743
headline,noun,B1,3.7873983162829177,2408
leisure,noun,B1,3.3391033877419614,3495
difficulty,noun,B1,3.9510117485134795,1929
explosion,noun,B1,4.228019336426993,1166
heating,noun,B1,3.3391033877419614,3495
length,noun,B1,4.003244874857265,1795
direct,verb,B1,4.11525787836953,1454
direct,adv,B1,2.833155806843593,4147
export,noun,B1,3.1649997499217934,3799
export,verb,B1,2.8457449341516132,4134
heavily,adv,B1,3.7958314838197804,2381
level,adj,B1,2.602706885465319,4270
directly,adv,B1,4.326982755066108,936
extra,noun,B1,3.3585817411378103,3451
extra,adv,B1,3.788815265278524,2404
helicopter,noun,B1,4.25106689644625,1107
lie,verb,B1,5.485714968428226,20
lie,noun,B1,4.589254698880043,470
dirt,noun,B1,4.329026497576094,933
face,verb,B1,4.874548492001818,214
highlight,verb,B1,3.2929029654938327,3595
highlight,noun,B1,3.30599826358398,3563
like,noun,B1,4.904387834758895,186
disadvantage,noun,B1,3.1405259805385928,3849
fairly,adv,B1,3.965377815190986,1891
highly,adv,B1,4.339899528170056,898
limit,noun,B1,4.299936228225036,989
limit,verb,B1,3.494801488155799,3153
disappointed,adj,B1,4.308142932050569,973
familiar,adj,B1,4.532381203413907,555
highway,noun,B1,4.148632214821162,1358
lip,noun,B1,4.458831329707619,686
disappointing,adj,B1,3.50033397675576,3142
fancy,adj,B1,4.442499069910649,709
hire,verb,B1,4.815160846505595,250
liquid,noun,B1,2.9829181271769247,4035
liquid,adj,B1,3.8280161671911817,2271
discount,noun,B1,3.6519249081355003,2766
far,adj,B1,2.778798144521,4186
historic,adj,B1,3.544714938487632,3012
literature,noun,B1,3.7580429229303807,2489
dislike,verb,B1,3.48352047774611,3172
dislike,noun,B1,3.225956175863219,3699
fascinating,adj,B1,4.0747315831656,1560
historical,adj,B1,3.6671648746922374,2725
live,adj,B1,3.81222190000795,2330
living,adj,B1,4.283495496972002,1020
living,noun,B1,4.559115456661152,515
painful,adj,B1,4.162613510501432,1322
properly,adv,B1,4.1112366044366055,1467
sailor,noun,B1,4.121878349286978,1429
local,noun,B1,3.638136623649867,2804
pale,adj,B1,3.8603854603345034,2181
property,noun,B1,4.551364317606639,529
sample,noun,B1,4.34029705175104,897
locate,verb,B1,4.322038172449045,946
pan,noun,B1,3.751925998120699,2509
protest,noun,B1,3.7534633253256278,2505
protest,verb,B1,3.794437278828175,2387
sand,noun,B1,4.23058458004529,1157
participate,verb,B1,3.865157975195748,2170
proud,adj,B1,4.916784877244532,178
scan,verb,B1,4.068832755883518,1581
location,noun,B1,4.437762987185435,717
particularly,adv,B1,4.268756623945835,1058
prove,verb,B1,5.003158525422265,125
scientific,adj,B1,4.0372757894995175,1689
lonely,adj,B1,4.586107623645857,477
pass,noun,B1,4.163808269114375,1320
pull,noun,B1,3.4600393818965873,3221
script,noun,B1,4.309424667802078,967
loss,noun,B1,4.519686932785701,576
passion,noun,B1,4.273879728180402,1043
punish,verb,B1,4.370974901916867,830
sculpture,noun,B1,3.580430490754167,2937
luxury,noun,B1,3.80410400978577,2353
path,noun,B1,4.427483347940864,733
punishment,noun,B1,4.127103007569161,1417
secondary,adj,B1,3.5520968921102316,2992
mad,adj,B1,4.996808187505364,129
payment,noun,B1,4.174997491616736,1290
push,noun,B1,3.6764252358114415,2699
security,noun,B1,4.884535352025837,204
magic,noun,B1,3.2101619086799875,3727
magic,adj,B1,4.648811672711357,407
peaceful,adj,B1,4.025132561836523,1718
qualification,noun,B1,3.4383974569577447,3283
seed,noun,B1,4.051413205370399,1635
mainly,adv,B1,3.708217070235293,2609
percentage,noun,B1,3.613430750857092,2859
qualified,adj,B1,2.6634047258189306,4241
sensible,adj,B1,3.8162246424616235,2310
management,noun,B1,4.027588522096385,1714
perfectly,adv,B1,4.641922651369269,411
qualify,verb,B1,4.147394907767996,1361
separate,verb,B1,3.783119518303643,2426
market,verb,B1,3.3915820012407356,3385
performance,noun,B1,4.361240307702605,855
quit,verb,B1,5.013399781628572,120
seriously,adv,B1,4.813960953083191,252
marketing,noun,B1,3.5939329611578135,2903
personally,adv,B1,4.568613800960511,497
quotation,noun,B1,2.748834921143557,4207
servant,noun,B1,4.259762738322423,1087
marriage,noun,B1,4.8861211969665135,201
persuade,verb,B1,4.000646894137357,1806
quote,verb,B1,3.8971731116269117,2086
quote,noun,B1,3.770024220213495,2456
set,verb,B1,5.330532699191782,45
photographer,noun,B1,4.018514613100862,1743
race,noun,B1,4.768692708239773,295
set,noun,B1,4.735446723726204,316
measure,verb,B1,3.9663188653574633,1890
measure,noun,B1,4.021008176785064,1738
photography,noun,B1,3.5269861715272004,3066
racing,noun,B1,3.3985869028093942,3364
setting,noun,B1,3.544714938487632,3012
medium,adj,B1,2.602706885465319,4270
pin,noun,B1,4.151710147491107,1351
pin,verb,B1,4.008394672138096,1783
raise,noun,B1,3.7859767291481234,2415
sex,noun,B1,5.096582996318142,93
mental,adj,B1,4.264992401187449,1074
pipe,noun,B1,4.37831733347168,820
range,noun,B1,4.331871675158089,925
sexual,adj,B1,4.497299833388274,615
mention,noun,B1,3.3772238511938686,3415
place,verb,B1,4.571423262932105,495
rare,adj,B1,4.334698334484249,916
shake,noun,B1,3.31451411450651,3545
mess,noun,B1,4.769136999308602,291
planning,noun,B1,4.105134005449751,1484
rarely,adv,B1,3.8293067906726765,2266
share,noun,B1,4.490324185801056,631
mild,adj,B1,3.672744752073074,2713
pleasant,adj,B1,4.2673488610214445,1066
reaction,noun,B1,4.2640462254713585,1075
sharp,adj,B1,4.3359041505718885,912
mine,noun,B1,3.7640748877002936,2474
pleasure,noun,B1,4.8867990761081535,200
reality,noun,B1,4.485515926857759,635
shelf,noun,B1,3.9865222514457503,1836
mix,verb,B1,4.0451866545297674,1657
mix,noun,B1,3.9997774354247273,1807
receipt,noun,B1,4.025132561836523,1718
shell,noun,B1,4.1926564867910265,1243
mixture,noun,B1,3.4020474349189005,3359
plot,noun,B1,4.048311088738917,1648
recommendation,noun,B1,3.8148944898692765,2316
shift,noun,B1,4.405822440355346,770
mood,noun,B1,4.554529920781231,525
reference,noun,B1,4.0754633347825315,1555
shine,verb,B1,4.2269889813009875,1172
move,noun,B1,4.343858484317104,888
poem,noun,B1,4.255919399240662,1093
reflect,verb,B1,3.879168689638563,2130
shiny,adj,B1,3.8519052428564318,2207
mud,noun,B1,4.11525787836953,1454
poet,noun,B1,4.011794254913154,1769
regularly,adv,B1,3.5372053367088867,3033
shoot,verb,B1,5.435215798171555,28
murder,noun,B1,5.01441074887129,119
murder,verb,B1,4.768840855770428,293
poetry,noun,B1,4.089137364319753,1521
reject,verb,B1,4.126453352276883,1419
shy,adj,B1,4.22853359875103,1161
